evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
82 27.5566504117 17.0806428309 -1.791667 4.208333 3.291667 3.041667 -3.208333 -1.458333 1.375000 0.791667 -4.541667 1.625000 -1.541667 4.791667 -0.875000 -3.375000 -3.708333 -2.208333 0.041667 -2.708333 4.708333 1.708333 -0.125000 3.291667 2.291667 3.708333 -0.625000 4.208333 -4.791667 -2.458333 -3.541667 3.375000 1.541667 0.791667 -4.875000 2.458333 -2.041667 3.125000 1.708333 -0.208333 4.291667 2.541667
83 90.4311502883 17.0806428309 3.875000 -0.125000 2.375000 -2.208333 0.541667 2.791667 4.791667 -1.791667 3.208333 3.708333 -0.625000 3.208333 -4.375000 -0.708333 3.291667 0.375000 1.625000 -3.541667 -0.125000 -1.541667 2.541667 0.958333 -1.458333 -3.875000 4.041667 2.208333 -4.208333 0.291667 -1.458333 -4.791667 -4.708333 -4.958333 1.958333 4.375000 3.458333 1.208333 -1.791667 -2.541667 -0.208333 -4.125000
84 33.5747176914 17.0806428309 -0.541667 -2.625000 -2.708333 0.125000 -4.125000 -4.791667 3.708333 -2.875000 2.958333 -0.958333 4.208333 -4.958333 -3.458333 -4.458333 -1.541667 2.458333 -2.708333 -4.875000 -4.291667 3.875000 -1.375000 1.958333 3.708333 -2.375000 -2.958333 4.125000 1.458333 -2.791667 4.375000 -0.958333 -0.375000 -3.041667 -1.541667 2.208333 0.458333 -2.708333 2.041667 -2.958333 -4.125000 -0.791667
85 27.5426725611 17.0806428309 -4.875000 4.375000 -1.125000 -2.541667 -4.791667 -3.458333 0.541667 3.458333 0.625000 -0.541667 -2.708333 0.875000 2.875000 -1.541667 3.791667 -2.625000 4.375000 -0.958333 1.458333 -2.958333 -3.708333 1.208333 -2.708333 0.625000 -3.958333 -1.208333 1.958333 2.791667 -4.541667 -4.125000 0.791667 3.041667 -3.125000 4.708333 0.625000 3.208333 1.541667 -0.958333 3.375000 0.875000
86 35.3784715664 17.0806428309 -4.541667 -0.041667 1.875000 1.125000 -3.791667 4.458333 2.041667 -0.541667 -2.458333 -1.375000 -2.041667 -4.875000 3.041667 4.625000 -1.708333 0.875000 3.125000 0.625000 0.625000 1.541667 3.541667 -0.041667 0.208333 -4.375000 0.041667 -3.541667 1.708333 1.958333 -1.625000 2.125000 2.875000 3.541667 2.541667 2.791667 -1.291667 4.791667 2.208333 0.625000 2.708333 -3.875000
87 48.9739465076 17.0806428309 3.208333 2.708333 -3.541667 3.458333 4.625000 -1.541667 2.458333 1.125000 -3.375000 -2.791667 0.208333 1.958333 2.125000 -0.041667 4.041667 -1.375000 -4.875000 0.791667 -3.125000 -0.875000 2.375000 2.041667 -0.625000 -2.625000 3.291667 3.291667 2.958333 -0.458333 1.041667 -1.291667 -3.125000 4.875000 -3.458333 -2.125000 -0.458333 -1.208333 2.458333 3.875000 4.375000 -2.875000
88 27.4822611144 17.0806428309 -4.291667 -4.625000 -3.208333 4.791667 -2.875000 0.458333 2.708333 3.875000 4.541667 3.625000 -1.875000 -2.708333 -2.208333 -3.541667 -3.125000 -0.875000 4.291667 -3.791667 3.125000 3.541667 2.041667 -0.875000 3.541667 1.708333 3.958333 1.375000 -2.208333 -3.625000 4.875000 -4.375000 -2.041667 -3.208333 1.208333 -1.208333 -0.708333 -0.208333 -1.625000 -0.708333 1.625000 -0.541667
89 46.5777504668 17.0806428309 2.208333 0.125000 -2.458333 -3.458333 1.541667 2.875000 -4.708333 0.458333 -0.625000 -2.958333 2.291667 -0.291667 -4.125000 -3.708333 4.208333 -1.125000 4.791667 -2.125000 -1.541667 0.625000 -4.375000 -4.541667 0.375000 1.958333 1.041667 -0.541667 -4.541667 -2.041667 -3.458333 -1.791667 3.208333 -2.541667 -4.541667 -2.375000 4.125000 -2.791667 0.375000 -4.041667 4.791667 -4.625000
90 49.6935699127 17.0806428309 2.791667 4.791667 2.541667 4.875000 -2.375000 1.625000 -2.375000 1.291667 -2.041667 -4.041667 -2.375000 -1.791667 -2.791667 0.541667 -3.791667 -4.875000 -1.958333 -0.458333 4.791667 2.541667 -1.791667 4.791667 1.041667 -2.041667 0.791667 -2.291667 4.791667 -2.125000 0.875000 -0.125000 3.875000 -3.708333 -1.875000 4.291667 3.041667 3.375000 4.375000 0.708333 -1.291667 0.708333
91 36.4992260799 17.0806428309 -0.375000 -0.375000 2.125000 -4.291667 -0.541667 0.708333 -1.458333 -3.208333 4.125000 2.625000 0.625000 2.375000 -2.375000 1.958333 4.958333 -4.541667 -2.875000 -1.791667 -2.125000 -3.291667 2.958333 4.375000 -4.791667 -3.708333 2.708333 0.375000 4.708333 1.125000 -1.791667 0.625000 -1.958333 0.208333 -4.791667 -4.375000 -4.625000 0.458333 1.875000 -0.625000 4.125000 0.458333
92 46.1165564883 17.0806428309 1.375000 1.458333 -3.791667 2.458333 -0.375000 1.458333 0.958333 4.625000 -0.791667 4.291667 4.291667 4.375000 3.458333 0.458333 -0.625000 -3.041667 -4.208333 1.041667 -4.708333 -3.708333 -4.541667 4.541667 -2.458333 2.625000 4.541667 -2.875000 1.041667 2.958333 -0.625000 4.708333 4.291667 2.958333 -1.375000 -0.041667 -3.041667 1.541667 2.375000 3.291667 -4.291667 4.708333
93 106.0541432549 17.0806428309 0.875000 4.958333 0.125000 -1.125000 -2.291667 0.958333 3.291667 2.208333 -3.125000 0.041667 -4.958333 0.625000 -1.291667 -2.791667 1.958333 -1.625000 2.625000 -2.791667 4.375000 -1.625000 -4.458333 3.958333 -2.291667 0.041667 -4.458333 4.458333 -0.625000 0.541667 3.708333 -4.875000 1.875000 -2.291667 2.791667 0.791667 2.375000 -4.041667 4.041667 -0.458333 -2.125000 -3.958333
94 110.6798589791 17.0806428309 4.458333 -3.875000 -0.708333 3.708333 -4.875000 -2.541667 -0.708333 -0.125000 2.208333 2.541667 -4.625000 -2.541667 -4.041667 -4.375000 2.708333 2.708333 1.708333 -2.541667 1.291667 3.791667 -2.541667 -1.958333 -4.291667 -3.458333 -3.291667 -3.458333 1.291667 4.958333 -1.875000 4.125000 1.041667 -2.708333 -1.625000 -1.958333 -2.125000 3.875000 -2.541667 3.125000 -4.375000 -4.958333
95 36.1310839692 17.0806428309 -2.125000 -1.375000 -4.958333 3.875000 -2.125000 -2.625000 0.041667 2.708333 -1.208333 1.708333 1.041667 -1.041667 3.625000 0.041667 -4.041667 4.458333 2.958333 -0.125000 2.958333 4.458333 0.708333 -2.375000 1.541667 4.291667 2.125000 -2.541667 0.708333 1.541667 -2.041667 -1.458333 0.041667 -0.708333 4.958333 -3.291667 -3.708333 -3.958333 -4.375000 -2.625000 2.958333 -1.041667
96 235.5233551386 17.0806428309 0.791667 -0.875000 -2.541667 -4.541667 4.291667 -3.958333 2.875000 2.875000 3.958333 4.875000 -0.708333 3.875000 2.375000 -1.291667 2.791667 0.791667 1.125000 2.625000 -3.375000 -3.125000 0.291667 4.625000 -3.208333 -1.708333 -1.958333 0.208333 4.208333 3.125000 0.625000 -0.625000 0.125000 -4.708333 1.291667 3.208333 4.958333 1.625000 -3.875000 0.125000 2.291667 -2.791667
97 70.5140324995 17.0806428309 -1.375000 -1.208333 1.625000 3.791667 4.208333 3.375000 -4.208333 2.291667 -0.958333 2.208333 -1.791667 0.541667 1.208333 4.291667 1.375000 3.625000 0.625000 -3.708333 2.125000 -1.958333 -0.208333 2.875000 -3.791667 4.208333 3.541667 3.208333 -2.875000 2.541667 2.208333 -2.541667 3.458333 0.458333 -3.708333 1.041667 1.291667 4.458333 0.958333 0.375000 -1.541667 2.958333
98 32.4456402766 17.0806428309 -4.458333 3.125000 0.375000 0.291667 -2.708333 3.041667 -1.041667 1.958333 0.791667 -4.291667 -3.375000 -0.875000 4.458333 3.375000 -2.458333 -3.541667 -2.208333 2.041667 2.291667 0.125000 -2.958333 4.125000 0.958333 3.041667 3.458333 -0.041667 -2.791667 1.875000 -0.958333 -0.708333 4.375000 -4.458333 4.375000 1.375000 2.125000 0.125000 -2.208333 4.208333 3.625000 -1.125000
99 36.0785935939 17.0806428309 -1.958333 -4.041667 1.291667 -1.708333 2.125000 -0.791667 -0.541667 2.791667 -1.708333 -2.208333 -4.875000 1.541667 1.625000 1.041667 0.875000 3.875000 -4.625000 -0.291667 -2.875000 -1.791667 4.041667 -1.125000 -4.041667 -1.958333 1.875000 0.625000 -4.125000 0.125000 -0.375000 4.375000 -0.541667 -4.041667 0.041667 3.875000 1.541667 -1.125000 -0.625000 3.625000 1.375000 -2.625000
100 58.4657457811 17.0806428309 -1.041667 0.958333 -0.458333 1.708333 4.041667 1.125000 -4.958333 -4.208333 3.875000 -0.291667 -2.125000 4.458333 -3.375000 1.791667 4.791667 0.625000 0.708333 -2.458333 -0.875000 3.375000 3.708333 -3.291667 2.791667 -0.208333 -2.458333 4.875000 -4.041667 -0.791667 3.125000 3.208333 -3.041667 -2.625000 -3.791667 -2.958333 4.208333 3.541667 1.041667 1.791667 -3.958333 4.541667
101 96.0076253852 17.0806428309 3.458333 3.625000 3.375000 -4.458333 0.458333 3.291667 3.375000 4.791667 -1.291667 -3.875000 -1.625000 1.708333 -3.875000 0.791667 0.375000 -4.125000 -0.458333 2.208333 -0.458333 4.791667 -3.458333 1.708333 3.958333 -0.125000 4.708333 -0.625000 0.958333 -4.208333 4.291667 -2.958333 -4.791667 2.625000 -2.291667 -3.708333 -1.125000 4.208333 3.208333 2.708333 -4.958333 -4.708333
102 32.6019994485 17.0806428309 -0.625000 0.208333 2.458333 -2.875000 3.125000 2.291667 -2.791667 2.375000 -0.208333 1.041667 -2.208333 2.958333 4.291667 2.208333 -4.291667 -1.041667 -0.041667 -1.458333 4.125000 -4.541667 1.291667 -4.625000 2.375000 -2.458333 -2.625000 -1.041667 4.125000 0.875000 0.458333 1.041667 -1.541667 2.708333 -0.541667 0.125000 0.541667 3.958333 1.291667 3.541667 1.958333 -1.875000
103 40.9700928546 17.0806428309 0.291667 -0.208333 3.625000 -4.375000 -4.458333 0.875000 -2.625000 2.041667 0.041667 -2.041667 -4.791667 -0.541667 -3.125000 -1.208333 -3.958333 -2.541667 3.291667 -2.958333 1.625000 4.625000 0.875000 -1.375000 4.375000 -0.375000 0.458333 -1.458333 3.875000 3.541667 2.875000 -0.541667 -4.625000 -1.541667 -1.708333 4.041667 -1.375000 -0.791667 -0.208333 -3.625000 0.791667 4.875000
104 91.9450202874 17.0806428309 -0.875000 -2.958333 4.291667 0.791667 4.791667 3.958333 3.875000 3.291667 -2.541667 -3.541667 0.791667 -3.625000 4.541667 -4.208333 -3.041667 -0.791667 0.291667 4.375000 -2.208333 4.958333 -3.875000 3.708333 3.125000 -0.541667 -2.875000 3.541667 -1.791667 4.125000 1.125000 -1.125000 -2.541667 -4.208333 4.625000 -0.875000 0.291667 2.208333 -0.291667 1.708333 -4.208333 -2.041667
105 34.0773789283 17.0806428309 1.041667 -4.958333 2.708333 1.875000 3.041667 3.458333 -2.708333 -3.125000 2.125000 -4.791667 -2.291667 -3.541667 3.791667 0.708333 -1.291667 -0.708333 4.125000 -1.708333 0.708333 -1.208333 -3.291667 -3.208333 -3.625000 -4.958333 2.875000 3.458333 -1.125000 -0.291667 -1.541667 0.875000 3.375000 2.375000 -2.708333 2.125000 1.791667 -1.625000 -4.958333 -4.708333 -0.541667 2.291667
106 63.1897112002 17.0806428309 -4.125000 -3.125000 2.791667 3.541667 2.958333 -4.125000 -0.375000 -2.791667 -4.625000 -2.375000 -3.458333 -2.208333 3.875000 -1.791667 1.208333 -0.125000 -0.958333 -4.208333 -0.541667 -0.208333 4.541667 -4.458333 -0.375000 1.041667 -1.291667 3.958333 -0.541667 1.208333 -2.291667 -4.208333 -4.125000 -0.291667 4.708333 2.708333 2.041667 4.625000 2.125000 -1.708333 1.875000 3.625000
107 37.3877515794 17.0806428309 -3.875000 -1.625000 1.041667 -4.041667 0.041667 -0.458333 0.791667 1.625000 -2.375000 0.541667 -4.208333 -1.458333 4.375000 -0.291667 -1.958333 4.875000 4.541667 -3.375000 0.208333 3.458333 -1.875000 3.625000 -1.791667 -3.291667 0.208333 0.875000 -4.458333 3.958333 -2.208333 1.208333 0.875000 -3.875000 -4.041667 -2.791667 -4.208333 1.458333 0.875000 -1.041667 4.708333 -2.375000
108 106.8694391572 17.0806428309 4.875000 3.875000 -3.041667 -1.958333 2.041667 2.708333 4.375000 3.541667 3.375000 3.791667 -0.791667 1.625000 -3.291667 -2.041667 2.375000 -3.458333 -2.291667 -1.208333 1.875000 2.375000 2.791667 -3.708333 -1.625000 1.875000 -2.375000 2.125000 -1.708333 3.708333 1.208333 -3.875000 -2.875000 4.375000 -2.458333 3.791667 -0.875000 -0.875000 -2.041667 1.875000 2.125000 1.625000
109 28.6110772301 17.0806428309 3.375000 -2.541667 -4.625000 0.875000 -1.291667 -4.375000 -3.375000 -2.125000 -2.791667 3.291667 -0.958333 -4.375000 -0.208333 2.875000 -1.041667 4.958333 -2.458333 -2.208333 -1.875000 -4.875000 -0.875000 4.208333 4.625000 -4.625000 0.958333 -4.291667 -1.541667 -4.958333 -0.125000 -3.375000 -0.791667 2.791667 1.125000 -1.708333 -1.791667 1.791667 -4.125000 2.041667 2.375000 3.125000
110 20.1859215959 17.0806428309 -0.041667 -0.958333 4.208333 -2.291667 0.708333 -2.958333 2.375000 0.708333 4.708333 -3.375000 -0.541667 0.458333 2.458333 -3.875000 3.208333 0.291667 2.291667 1.958333 0.041667 -1.875000 -4.291667 -4.041667 -2.791667 4.458333 -0.708333 2.458333 -0.875000 -1.791667 -3.958333 2.208333 3.291667 -1.041667 2.958333 -1.541667 2.875000 -1.708333 2.541667 -4.208333 1.041667 1.958333
111 65.5628645390 17.0806428309 3.625000 -2.208333 -0.208333 3.125000 -0.791667 4.958333 -2.125000 3.125000 -4.875000 -4.708333 2.958333 3.541667 -4.625000 3.125000 -2.958333 1.458333 0.458333 -1.125000 3.875000 3.041667 4.375000 -4.375000 4.208333 -2.708333 -1.041667 3.625000 -4.625000 -1.708333 -2.458333 -2.458333 -3.708333 3.125000 -4.708333 -3.625000 -3.625000 0.708333 0.541667 -3.125000 1.541667 -1.791667
112 55.7798422638 17.0806428309 4.541667 1.541667 -2.875000 1.958333 -4.041667 -3.291667 -4.041667 4.541667 -4.375000 -0.041667 -4.375000 2.708333 -0.791667 0.375000 1.708333 0.541667 -3.291667 -0.208333 -2.625000 1.291667 -2.041667 -0.791667 4.541667 0.458333 -0.458333 4.041667 -3.958333 0.458333 -0.708333 2.541667 0.625000 -3.791667 -4.958333 2.958333 3.375000 1.291667 -1.958333 2.625000 -3.875000 1.041667
113 38.9417936173 17.0806428309 -4.375000 1.958333 4.708333 2.375000 4.958333 -1.125000 1.625000 0.208333 0.208333 0.375000 -1.958333 -2.125000 -2.541667 -4.291667 0.958333 2.875000 4.625000 -3.208333 -0.791667 1.125000 3.291667 -1.791667 1.375000 -4.708333 -4.125000 2.958333 3.125000 -4.708333 -3.791667 1.375000 2.708333 -0.458333 -4.458333 -3.041667 -1.875000 -4.625000 1.458333 3.708333 -4.041667 -4.875000
114 42.7278572683 17.0806428309 -3.291667 2.375000 -4.708333 2.875000 -3.375000 -4.208333 -0.291667 -0.958333 -2.208333 4.375000 2.791667 -0.958333 3.208333 4.375000 -3.625000 3.041667 -0.375000 -4.041667 1.041667 3.125000 1.375000 4.291667 -2.875000 4.625000 4.958333 -2.125000 3.291667 4.375000 -2.791667 1.791667 4.041667 4.291667 -2.041667 -0.375000 -1.708333 -2.208333 2.708333 -2.875000 -2.291667 -1.458333
115 31.1000281151 17.0806428309 1.458333 3.958333 -0.541667 -2.708333 -4.208333 4.291667 -0.958333 4.708333 4.791667 2.041667 0.875000 -4.125000 -3.541667 -3.625000 0.708333 0.208333 0.958333 -4.625000 2.208333 2.625000 -0.625000 -2.125000 -1.125000 2.541667 -3.208333 -4.208333 3.708333 1.708333 -1.375000 -0.208333 -2.708333 3.875000 -0.791667 -0.291667 -4.875000 3.291667 0.791667 1.958333 -3.791667 0.208333
116 35.5050212335 17.0806428309 -3.791667 -1.708333 -4.791667 1.291667 0.791667 1.541667 -1.291667 -1.291667 3.041667 -4.458333 -4.541667 3.125000 2.708333 4.458333 2.291667 -2.291667 3.208333 4.041667 -0.291667 1.458333 0.541667 -0.375000 -3.958333 4.708333 3.041667 -1.291667 3.458333 2.375000 -4.625000 -1.875000 -3.291667 -3.125000 0.625000 1.875000 -4.291667 1.375000 3.291667 -1.291667 -0.125000 -2.458333
117 278.8971773845 17.0806428309 1.708333 -1.291667 -0.041667 4.125000 -3.875000 -0.958333 4.041667 -2.541667 1.291667 2.291667 -3.958333 2.208333 -4.791667 1.625000 -3.208333 1.875000 -1.208333 3.791667 -0.375000 -2.375000 4.958333 -1.541667 -3.125000 -2.125000 3.791667 -1.958333 -1.375000 -1.625000 4.041667 3.291667 -2.375000 1.541667 -1.791667 -4.291667 4.875000 4.291667 -4.541667 1.458333 2.625000 -0.291667
118 62.7951217515 17.0806428309 1.291667 4.458333 3.541667 -2.625000 1.208333 0.041667 -1.791667 -3.375000 1.791667 -2.708333 3.375000 2.625000 -0.375000 -3.041667 0.125000 -4.375000 2.541667 -3.291667 -4.625000 -4.791667 -1.125000 -1.208333 3.791667 -1.208333 -4.208333 4.541667 3.041667 0.708333 4.625000 -3.291667 4.708333 2.458333 3.541667 4.208333 1.041667 2.291667 -1.125000 -4.625000 0.125000 3.041667
119 33.0157934375 17.0806428309 -3.208333 -2.291667 1.958333 -0.375000 -4.708333 -2.125000 1.041667 3.375000 2.541667 3.125000 1.291667 0.125000 -0.541667 -0.458333 3.625000 -2.791667 -0.791667 -2.625000 -4.208333 1.375000 1.625000 4.041667 3.875000 2.125000 0.541667 -1.875000 -0.041667 -4.791667 -2.125000 3.958333 -3.791667 3.291667 -1.208333 -2.625000 4.458333 2.541667 -0.875000 -2.375000 0.041667 3.875000
120 51.8565432612 17.0806428309 2.458333 -4.541667 -3.375000 -0.208333 -2.958333 -3.208333 3.791667 -4.625000 -1.458333 -1.625000 -3.208333 -2.791667 1.291667 3.708333 3.875000 -1.208333 -0.541667 -4.125000 2.375000 -4.125000 2.625000 0.708333 1.125000 3.791667 -1.875000 4.625000 3.541667 1.458333 -2.541667 0.958333 2.375000 1.291667 4.458333 1.291667 2.791667 2.708333 2.875000 -1.375000 -0.875000 0.041667
121 11.2409203861 11.2409203861 -0.910052 2.938992 2.212600 -0.908959 -1.046452 0.483447 -1.711881 -3.242725 1.993761 1.928996 3.590434 -3.352522 3.289140 0.134386 2.159101 3.201718 2.986859 1.362069 0.636536 0.266326 -2.618752 -0.982680 -0.581941 0.812105 -2.334138 1.081783 -0.294154 -2.151035 -4.079772 0.517736 1.030199 3.718268 -0.970019 -1.954315 -1.717944 0.064026 0.337979 0.017032 2.097892 0.560073
122 13.6485435147 11.2409203861 -0.774701 2.301416 0.837918 -0.955626 -1.388087 -0.712964 0.180253 -2.578817 2.144527 3.375063 3.750502 -2.539924 2.193523 -0.120478 3.381087 3.399434 3.638880 2.193951 -1.703493 1.279314 -3.750275 -0.043825 -1.643613 0.165457 -2.158801 -1.434632 -0.384124 -1.897315 -1.724099 0.554506 0.444587 4.641414 -1.533538 -0.666000 -1.571260 2.172594 -1.007732 2.826761 2.385248 0.840690
123 13.5739589849 11.2409203861 -0.045482 0.502746 0.261747 -0.315670 -0.695708 -0.046196 0.712531 -0.780071 1.398841 1.459086 0.354085 -0.802145 0.468476 -0.601478 1.301205 1.809953 1.340469 1.627296 0.742397 0.193892 -1.364731 -0.959442 -1.450506 -0.483490 -0.323847 -0.444921 -0.753823 -0.941221 -1.343596 1.302302 0.534894 0.633066 0.512611 -0.371825 0.039541 0.962270 -1.269370 1.229268 0.438239 -0.643582
124 12.7841131405 11.2409203861 0.014735 0.785130 2.474631 -0.791820 -1.203230 0.060760 0.590518 -0.930205 3.395427 1.091879 0.217809 -0.844235 2.072690 -0.026406 2.435278 0.255920 1.570775 2.404461 -2.636007 -2.281914 -1.655886 -0.965393 1.300950 -3.017652 -0.952667 2.365397 1.275555 -3.242513 1.382676 1.060689 -1.733636 0.893478 -1.218556 -1.220752 -1.468599 -0.067427 -2.156935 1.274596 1.510759 1.965757
125 19.6899553847 11.2409203861 2.616760 -0.473237 0.834841 0.555935 4.340608 2.591642 -3.863453 -0.737428 -4.937296 -3.514701 -3.187254 0.118489 1.121266 -0.812499 3.866997 4.333912 -2.735513 3.252061 -2.021246 -2.820228 0.907511 -0.964094 -2.508686 -0.681157 -2.739455 -2.118411 -1.726913 0.615362 0.300929 -3.187852 -1.297668 -0.649554 -1.114785 0.063975 2.005548 0.045749 -2.739899 2.296600 2.807300 -2.225685
126 25.0117900713 11.2409203861 -0.146972 -2.442495 -0.624062 -1.941924 2.496538 -2.443962 1.471104 -0.877568 3.156853 1.195481 3.947169 2.004138 2.416282 1.515653 2.622531 -2.354110 2.004191 4.684801 -0.190052 -1.210678 -2.016974 -1.950402 -3.337046 -3.782957 -0.598027 2.460034 -0.406757 1.129785 -2.853151 2.258470 0.072661 2.510029 -0.451011 -3.230134 -1.553693 0.203338 -0.581027 3.926064 -0.832224 0.404846
127 17.1586733216 11.2409203861 0.140769 3.106141 -0.470393 -1.504312 -1.579387 -1.812223 1.727819 -2.609462 1.105840 2.449958 0.352600 -1.972675 3.011502 2.018260 1.719644 0.894778 2.204978 0.946596 -2.007373 -0.116310 -2.140555 0.292808 -0.490561 -0.458780 0.887169 0.886932 1.691164 -0.514328 -1.066144 3.530974 0.670581 2.605798 -0.255142 -0.176948 -0.861180 1.313941 1.191445 1.619990 0.775887 0.492287
128 27.5834445343 11.2409203861 4.255412 2.297220 -2.527663 -0.165066 -0.543139 0.837041 4.466746 -2.739667 1.506220 -1.389612 1.660786 0.574201 2.962861 1.031769 2.976870 4.074139 3.298424 1.786388 0.202745 -0.978635 -1.757922 1.487001 -3.290558 -0.816860 -2.059597 -1.210757 0.045917 0.389076 -1.074923 -0.052539 0.394261 1.480286 -1.037640 -0.988853 2.145096 1.644249 1.491557 2.140131 0.796998 2.288782
129 12.6841347978 11.2409203861 0.758251 1.552497 2.762651 -1.303315 -0.864957 -1.485680 2.551604 -1.785657 1.151568 1.471540 4.625040 -2.654690 3.412781 0.778689 1.070070 2.347224 3.188985 1.762039 -0.927910 0.598636 -1.847140 -0.563758 -0.088495 -1.388085 -0.275475 1.829589 -1.188545 -3.646616 -0.061180 2.732523 -0.157784 4.590199 -0.623908 -0.379683 -0.310854 -0.642053 -0.055838 0.943953 1.483071 0.318956
130 29.8994487214 11.2409203861 0.228330 -0.523114 -0.870690 -0.118345 1.536447 0.505288 3.074336 -1.477366 2.568000 -2.015384 0.939968 1.704437 2.008831 1.218982 3.717329 2.014600 -0.482624 3.501493 -1.114413 -1.952791 -0.056092 -0.329990 -2.761803 -0.528882 0.760815 4.021777 0.337160 -0.747493 -0.166361 2.986967 1.143978 -1.088384 0.088403 -2.468763 0.483022 -1.167599 1.358247 1.911587 1.312008 -0.493524
131 39.9169063848 11.2409203861 4.061832 1.862155 -3.727244 -0.537157 -0.289002 0.171038 1.514394 -2.544663 2.017574 -0.914258 -0.517544 1.677574 2.205280 1.400221 4.297127 2.957640 1.903032 0.630266 -2.264210 -1.490019 -2.492688 3.670422 -3.250679 1.711832 -4.060517 -2.895227 3.347716 3.074189 -3.592127 -1.857878 -0.347098 1.306759 -2.342116 -1.626447 3.401074 3.807808 3.567396 2.859331 0.695085 4.657190
132 14.4228377122 11.2409203861 -0.347496 1.382967 -0.578778 -2.935551 -0.560184 -0.536670 2.418473 0.260927 2.714773 -0.682198 1.129282 -1.118557 4.335397 0.294857 1.423053 2.706394 1.345053 0.780653 -0.301959 -2.766456 -2.131867 -0.072922 -1.234820 0.472573 -2.089984 0.631072 0.225427 -2.765195 0.146396 1.244464 -0.344546 2.021252 0.090635 -1.014821 -2.147307 0.128390 1.781399 1.692291 1.255036 0.875057
133 13.6828001397 11.2409203861 1.186330 2.130023 0.889605 -0.683229 -1.550164 -2.898348 2.618638 -3.736388 2.656874 -1.341607 3.634573 -1.132555 2.763980 -0.649033 0.802097 3.039591 3.409483 2.526189 -1.721870 1.550766 -1.420343 -0.742634 -2.087597 1.416513 -1.531613 0.546609 1.140118 -0.803205 -1.703792 2.576440 0.357683 0.929059 1.082320 -0.204085 -0.188228 0.267649 0.042345 2.482732 2.088565 0.734719
134 14.3130472437 11.2409203861 -2.562122 -0.603337 0.941798 -0.985606 -0.209743 -2.393193 1.486260 -0.146654 3.999089 1.111778 4.010562 -1.727019 3.048183 -1.312762 0.765413 0.718499 1.369686 1.138199 -0.795436 -0.124991 -1.636262 -2.669720 -1.967800 0.090163 0.254177 4.475076 -0.072499 -2.320362 1.064559 3.195442 -0.654345 2.813851 -0.046290 -0.995096 -1.913715 -0.634215 -1.101424 1.942703 0.942985 -0.995984
135 37.3200241581 11.2409203861 0.222145 -3.131476 -4.554462 0.824879 -0.926470 -4.207807 4.543976 -0.641166 2.578915 -3.743141 3.143514 0.170726 2.405443 -2.134148 0.930293 -0.439906 -0.110527 2.910166 0.882263 -3.456011 0.554792 -3.008020 -3.867831 2.053841 -2.396466 3.586388 0.946049 -2.784054 -2.241585 2.513157 2.100325 1.059580 1.666267 -1.389564 -0.699466 -1.575655 -0.685251 0.399592 -3.399799 3.111423
136 14.3669985422 11.2409203861 -0.589578 1.207192 2.168299 -1.489014 -0.267774 -2.228968 -0.134672 -2.386393 0.639271 1.285084 2.216951 -3.677102 3.157841 -1.056781 -0.241273 3.360815 4.534507 1.381285 -2.944449 0.895122 -1.760956 -1.382279 0.494547 -1.965003 -1.904772 -2.417574 -0.377626 -1.168942 -2.379106 1.521860 0.618243 1.864961 0.256283 -2.326127 -1.782289 -1.652443 -2.928726 0.813214 3.704605 1.034367
137 16.1099711226 11.2409203861 -0.007118 1.612290 3.261229 -0.574147 -1.611045 -2.694065 0.571725 -3.359161 0.883297 0.724670 3.086616 -3.199484 1.625154 -0.378765 1.185631 1.933441 3.750086 2.087172 -1.983514 2.921246 -1.054753 0.271885 -0.431356 0.806461 -0.797076 1.422495 1.414053 -3.223350 -1.888337 1.631746 1.127431 2.718532 -0.367939 0.806568 -1.362735 -0.719706 0.106924 3.053970 3.366824 -0.515041
138 17.5755252227 11.2409203861 -0.210051 -0.128404 1.888773 -0.359605 1.851991 -1.405186 4.735035 1.038532 3.004325 0.800215 3.234843 -0.858937 2.631555 -4.687764 3.343606 -0.079507 0.855304 4.450163 -0.837070 -2.262384 -1.558350 -1.911455 -4.137111 2.601514 1.955976 3.569823 -3.524735 0.796790 -1.987410 1.199246 -1.660561 -0.735878 1.368585 -2.383387 -0.705338 -2.329356 -1.416922 -0.121110 1.018261 -0.096057
139 12.3357609906 11.2409203861 0.713535 -0.572823 1.578194 -0.796648 -0.897023 -0.245786 2.700051 -1.114083 4.260846 -0.196621 2.165453 -2.177479 3.479606 -0.151544 0.364849 2.953922 1.235204 1.696332 -2.479677 -0.511559 -1.571878 -3.043959 -0.808979 -0.261747 0.049228 1.671414 0.453508 -2.241289 -0.156009 2.205423 -1.284533 1.571443 0.450510 1.447545 -1.229852 -0.551381 -2.085346 0.173250 1.626022 2.014626
