evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
31 38.6124327707 15.4240744924 3.916667 1.250000 2.583333 0.250000 0.750000 -1.916667 0.750000 3.750000 0.250000 -4.250000 3.583333 0.916667 0.916667 -1.750000 -1.416667 4.583333 2.083333 3.083333 3.083333 3.083333
32 17.6795750107 15.4240744924 -1.583333 2.750000 1.416667 1.583333 3.416667 -1.416667 -2.583333 2.916667 -2.250000 1.083333 0.416667 -3.916667 -4.250000 -0.416667 -1.916667 -0.750000 -4.750000 3.250000 -3.583333 0.916667
33 34.6560002731 15.4240744924 2.916667 4.750000 -3.916667 1.083333 2.583333 -0.750000 4.416667 2.583333 -1.916667 2.583333 2.916667 -4.750000 -4.583333 -2.416667 2.416667 2.416667 -1.916667 -3.416667 -0.916667 -2.583333
34 47.5660651397 15.4240744924 2.416667 3.083333 4.583333 4.083333 -1.750000 0.750000 -0.083333 -4.416667 0.916667 3.750000 4.250000 -2.583333 0.583333 4.250000 4.083333 0.083333 4.750000 0.916667 3.750000 4.583333
35 60.9315601970 15.4240744924 0.416667 4.916667 3.583333 3.916667 0.250000 2.250000 -3.916667 0.250000 -1.250000 -4.416667 0.750000 2.750000 -2.583333 -1.416667 0.416667 -2.750000 -4.083333 4.916667 -0.250000 -1.083333
36 48.2586663041 15.4240744924 -3.416667 -1.916667 -4.916667 -4.583333 3.083333 -2.583333 -4.083333 0.750000 -2.916667 -1.416667 1.083333 -1.250000 3.583333 -1.250000 0.583333 2.916667 -2.416667 0.750000 -0.750000 2.916667
37 65.2895262216 15.4240744924 -4.583333 2.083333 -2.250000 -1.083333 -0.750000 -2.750000 4.916667 -4.250000 4.083333 3.916667 2.083333 -4.416667 4.916667 -3.583333 1.583333 3.416667 0.916667 1.916667 -3.916667 -0.750000
38 21.3815141485 15.4240744924 2.750000 0.416667 -2.416667 -1.750000 -4.083333 1.083333 0.583333 -1.250000 -3.083333 -4.083333 1.250000 -3.416667 -4.083333 -4.916667 -0.416667 4.416667 0.583333 1.083333 4.583333 -1.250000
39 51.3099873201 15.4240744924 -0.916667 -0.583333 -2.083333 -1.416667 2.916667 0.583333 2.416667 -3.416667 -3.583333 0.083333 3.416667 4.916667 0.750000 -2.583333 -0.583333 2.083333 3.083333 4.416667 -1.083333 2.083333
40 24.4064782103 15.4240744924 -4.250000 1.750000 -3.250000 2.916667 1.916667 -4.583333 0.416667 -0.083333 0.583333 0.916667 4.583333 -0.750000 3.250000 -1.583333 -0.083333 -4.916667 3.583333 -2.583333 4.416667 -2.750000
41 32.9749406453 15.4240744924 -0.250000 -4.416667 -4.083333 -1.250000 4.083333 -3.916667 3.083333 -1.750000 -3.750000 2.750000 -4.083333 0.083333 -1.916667 1.750000 4.250000 -3.083333 -3.750000 -1.083333 2.916667 2.750000
42 49.8595624770 15.4240744924 3.250000 1.083333 0.916667 2.250000 2.083333 4.083333 2.583333 -4.916667 -2.583333 -1.750000 3.250000 3.583333 1.750000 -1.916667 1.083333 3.583333 -4.916667 -0.250000 3.583333 3.583333
43 41.5922743278 15.4240744924 -1.250000 3.916667 3.250000 -1.583333 4.916667 -0.416667 3.916667 -0.916667 2.750000 -2.916667 -0.916667 3.083333 -2.916667 -3.250000 -1.083333 1.083333 4.250000 3.416667 4.916667 -2.916667
44 88.7210120294 15.4240744924 3.083333 -1.750000 -2.916667 -3.750000 -0.083333 1.583333 -4.250000 -1.416667 3.916667 1.750000 -0.750000 2.083333 3.916667 1.916667 3.250000 -1.583333 -3.583333 3.583333 -1.250000 -4.583333
45 16.5805255558 15.4240744924 -2.916667 -4.083333 -0.750000 3.750000 2.250000 0.250000 -1.416667 1.250000 -4.083333 -0.416667 -0.250000 -3.083333 -0.250000 -3.083333 2.250000 -4.416667 1.416667 -4.416667 -1.416667 0.583333
46 25.1044961849 15.4240744924 -3.750000 -3.916667 -3.416667 -4.916667 0.416667 -0.250000 -3.083333 -0.750000 4.916667 3.083333 0.916667 3.750000 2.416667 -0.750000 -4.916667 -2.416667 1.750000 -2.750000 0.916667 -2.416667
47 25.6462183202 15.4240744924 0.750000 -0.083333 0.083333 -0.750000 0.083333 3.083333 3.250000 2.750000 -2.416667 -2.416667 2.416667 0.583333 3.416667 0.750000 4.916667 4.916667 0.416667 0.250000 1.416667 3.750000
48 24.6729234229 15.4240744924 -2.250000 -3.583333 3.416667 -2.416667 -4.250000 -4.916667 -0.916667 3.916667 2.416667 0.416667 0.583333 -1.416667 -3.083333 -2.916667 -2.583333 -3.916667 0.083333 4.583333 2.416667 -3.750000
49 27.4782093789 15.4240744924 1.583333 0.916667 1.083333 1.416667 0.916667 -3.416667 -4.583333 3.583333 1.583333 -3.250000 -1.750000 -1.750000 -1.583333 2.083333 -4.416667 2.750000 -3.416667 -0.916667 -4.250000 3.250000
50 106.4952073691 15.4240744924 -1.916667 -0.250000 -0.416667 -2.250000 2.416667 -1.750000 -3.250000 0.916667 3.583333 4.250000 -3.416667 -3.583333 2.250000 3.250000 0.916667 4.250000 -0.916667 0.416667 4.750000 4.916667
51 70.7049129982 15.4240744924 -0.750000 -0.416667 2.916667 -4.250000 2.750000 -3.583333 -0.250000 0.083333 1.250000 -0.083333 -3.750000 1.583333 1.250000 3.583333 4.583333 4.750000 -3.083333 2.583333 0.416667 -3.583333
52 20.1804280524 15.4240744924 -2.416667 0.583333 -3.583333 -2.916667 -2.416667 -0.583333 2.083333 2.416667 -2.083333 3.250000 -1.250000 2.416667 0.416667 2.416667 -3.083333 -2.250000 4.083333 1.250000 -1.583333 2.250000
53 27.1865041892 15.4240744924 3.416667 -3.750000 0.750000 3.416667 1.250000 3.583333 -1.083333 -3.250000 -4.416667 -1.916667 4.416667 3.916667 4.583333 -0.083333 0.750000 -2.916667 -2.750000 -0.083333 2.750000 -2.250000
54 58.4323768926 15.4240744924 4.583333 -2.750000 -1.583333 4.916667 1.750000 -2.416667 3.750000 4.083333 -0.416667 4.416667 -2.583333 1.916667 2.083333 4.083333 3.083333 3.750000 -2.083333 -2.250000 1.750000 0.250000
55 28.5205129715 15.4240744924 3.750000 -3.250000 -3.750000 -2.583333 -0.250000 -2.083333 -2.750000 0.583333 2.916667 -2.250000 4.083333 4.583333 -0.916667 3.750000 -2.250000 2.583333 -3.916667 1.416667 1.083333 0.416667
56 60.8530303054 15.4240744924 1.416667 3.416667 -3.083333 3.250000 -3.416667 1.916667 -0.750000 4.916667 -3.250000 -0.750000 -2.416667 4.750000 4.416667 0.083333 -2.750000 -0.250000 -1.583333 2.083333 2.250000 -4.083333
57 18.6498178029 15.4240744924 -4.750000 -4.250000 4.083333 -3.083333 -2.750000 4.416667 1.416667 -4.750000 0.083333 -1.083333 0.250000 -2.416667 -0.083333 -0.916667 -3.583333 -3.250000 -4.583333 4.083333 -3.750000 2.416667
58 26.0616295149 15.4240744924 -3.583333 -1.583333 -2.750000 0.416667 3.583333 2.416667 1.583333 -3.083333 2.083333 -0.583333 2.750000 1.083333 -1.083333 4.416667 -4.083333 0.416667 0.750000 2.416667 -2.083333 4.750000
59 35.3444756083 15.4240744924 4.416667 -1.250000 4.250000 -3.916667 -0.916667 2.750000 -2.916667 1.083333 1.916667 4.583333 -4.250000 -4.083333 1.916667 3.416667 1.750000 0.916667 -0.250000 -1.916667 1.583333 -1.750000
60 33.1033187178 15.4240744924 0.083333 0.750000 -1.750000 -3.583333 -1.916667 -4.750000 -0.416667 -2.750000 0.750000 3.583333 1.416667 2.250000 2.916667 4.750000 -0.750000 1.416667 -0.083333 -2.083333 0.583333 -0.916667
61 18.8636982545 15.4240744924 -1.032365 -0.434383 -0.709447 -0.904964 -2.876007 -0.704663 3.267247 -0.244375 -4.509792 1.505709 -3.156009 0.340407 1.214419 -0.065373 0.182795 0.604715 0.991261 0.132240 -0.963644 2.509625
62 20.2747756692 15.4240744924 -0.136606 0.830545 -1.568156 3.322341 -1.363879 0.581843 0.260498 3.406466 2.421445 -1.175871 3.171332 2.242252 -0.236333 -1.024547 -1.320315 -4.886673 -1.680202 4.047818 -4.910315 -2.018665
63 14.8071662024 14.8071662024 2.419926 -1.550580 -2.729498 0.521830 -2.175477 3.226438 -0.134941 2.271081 0.469081 0.487191 1.064686 2.651085 -0.417694 1.480746 -2.433035 -0.020200 0.331643 2.657617 -1.279104 1.446233
64 32.1593156400 14.8071662024 -0.085700 1.733354 -2.273094 -1.084499 -4.083463 -1.746976 -2.092133 1.574081 4.196500 -1.029666 2.458184 2.301976 3.475757 -1.545354 -2.662017 0.729352 4.124421 -3.336170 1.423814 0.742613
65 24.0344718414 14.8071662024 4.113099 1.122720 -0.926260 -2.546611 1.665887 0.095375 4.282243 2.749003 2.114364 -1.327090 -0.271025 -0.314393 0.425140 0.960901 3.345039 2.281238 3.065306 0.023040 1.780502 -3.580766
66 17.7284687004 14.8071662024 -1.570722 0.869914 -2.784190 -3.008788 0.598735 -1.962950 0.197041 -1.307345 1.011729 0.385381 0.867249 1.359652 -2.395846 -0.304354 -3.650634 1.191872 -0.694575 2.614962 0.794151 -1.043357
67 13.1792990913 13.1792990913 0.022297 -1.517404 1.664283 3.167623 -1.138352 2.300775 -3.752424 0.380271 -3.400915 -3.738985 -0.197233 -0.569576 0.340536 -0.911759 0.671585 -3.387033 2.620457 -4.014688 1.926803 -2.784470
68 15.4461265216 13.1792990913 -2.481677 2.117080 0.339596 -0.424848 -1.411461 -1.099555 1.287737 -0.925847 -0.122970 -2.555823 -1.880818 2.251006 1.280787 0.828509 -1.126937 1.808530 2.325466 -0.346861 -1.193569 1.463664
69 22.2081711252 13.1792990913 3.420509 0.608863 2.961071 3.007000 0.298897 3.379558 -1.170611 4.489177 0.063914 0.147865 -3.885083 -1.941086 -2.855445 2.849441 0.943165 -1.694995 -3.190679 1.240341 -3.914135 -1.776204
70 51.4117956416 13.1792990913 1.911002 1.522924 -0.208154 -2.243758 1.805166 -2.687081 -4.516589 2.723597 1.702935 -3.423191 2.510575 3.638760 3.485809 0.647048 -2.201379 0.694133 2.195228 0.777736 4.238081 -4.275654
71 9.4551685667 9.4551685667 -0.819263 -1.448543 1.494569 0.717600 0.392626 1.396033 -0.777144 -0.354945 -2.168738 -0.509523 -1.875105 -2.369180 -3.591524 -0.558190 0.042648 -1.089933 -1.535160 0.745466 -0.649159 0.429950
72 14.5595262858 9.4551685667 0.524862 0.804220 -2.139324 3.287079 -0.043760 2.520514 1.044439 0.612836 1.378409 -1.726640 1.511153 1.971378 -0.695451 1.653784 0.564572 -1.827804 1.694027 -2.087786 -2.109039 -2.903450
73 26.3171004987 9.4551685667 0.445066 -1.095755 -0.226126 1.215019 -0.878173 0.738035 -3.316295 -1.560788 -2.421760 -2.101725 3.066550 4.410065 1.682246 0.130704 -2.263187 -0.403100 0.880147 2.344292 3.785964 -0.649583
74 35.6323238898 9.4551685667 3.730727 0.819471 1.501377 1.005419 -1.104975 0.349789 -1.012661 3.682599 0.601399 -1.888884 -2.860143 1.339797 2.901675 1.676916 2.070044 3.068899 2.196452 -2.688821 -0.212718 0.257219
75 18.2030662855 9.4551685667 -2.352493 2.901126 -1.981644 -1.577430 3.832021 -0.557500 -1.339098 -0.112426 2.089717 1.445044 0.313350 0.905815 -2.492030 3.980877 -1.052956 -1.412428 1.910823 -2.056121 2.490249 -1.723545
76 10.8853003391 9.4551685667 0.608145 3.791061 -3.115616 0.743625 -0.468752 0.079402 2.001526 2.135781 -1.284424 -0.583734 3.040886 -1.147665 -0.073819 0.122877 -0.387058 -1.836050 1.764856 -0.119817 -0.354309 -2.462912
77 35.9012893375 9.4551685667 0.882631 1.870891 -4.420030 0.120577 0.416916 -4.387360 3.785498 -0.833593 -0.442541 2.571484 3.664502 1.400850 2.873306 -0.250743 3.307955 2.202154 3.345957 -3.714042 3.526649 -1.245143
78 15.8152562141 9.4551685667 1.841184 -2.936342 2.469873 4.821476 -1.739164 0.666741 -2.399424 2.185478 -2.491175 -4.532166 1.583821 -4.466022 -2.287065 -1.916184 0.980248 0.007538 -0.435682 -2.445637 -1.581038 -1.329533
79 20.6488824036 9.4551685667 -1.279546 4.085777 1.328356 2.590141 1.691299 -0.929816 -1.611862 -1.228930 -4.270431 -3.910572 -1.974726 2.994968 0.072487 -0.359593 1.062702 -0.534521 -0.990856 0.889109 -0.071125 -2.766137
80 23.5249266091 9.4551685667 3.415370 -0.140781 2.132272 1.038740 -3.615822 2.596294 -2.518016 0.986905 -2.561957 -2.696041 -2.149517 1.088819 0.756888 -2.244825 -0.724154 1.421043 -0.743372 2.237703 0.710044 0.731149
81 12.7481320481 9.4551685667 -4.164218 1.768433 0.763963 3.667439 0.329239 -1.969440 -1.795030 2.319254 0.925073 0.354988 0.958335 -2.419529 -3.809628 2.703246 0.484720 -2.110179 2.120954 -3.009059 -1.138798 3.387310
82 18.1013238512 9.4551685667 0.061446 0.053443 -2.770468 -2.583097 -0.379603 -0.418830 2.536755 -1.003622 -0.412509 1.742597 -1.490515 1.931292 0.463278 -0.548357 0.951303 0.924359 2.590635 -0.953044 2.399770 0.219539
83 28.9238010738 9.4551685667 -0.678107 4.416928 -1.508999 0.347850 -0.769473 -1.464037 -1.599662 0.955804 0.604628 -1.815467 2.114860 2.898602 2.101582 -0.271349 -1.985623 -1.242525 1.138325 0.570344 0.422679 -2.391437
84 21.0611969328 9.4551685667 2.431034 0.462934 1.690348 1.298783 -0.943378 0.710730 0.308165 3.165532 1.375953 -1.845866 -2.680824 -1.844258 -2.012334 0.270881 -0.356516 1.570305 -2.671658 1.179365 -4.839964 -1.321299
85 16.7438879848 9.4551685667 -2.160324 -1.592383 -0.620644 3.405054 0.193821 -1.462457 -0.058947 -2.071350 -4.530657 -3.236532 3.620008 -3.310591 -0.238367 -2.399939 1.040526 -2.486969 1.037434 -4.859268 0.119832 -4.131582
86 33.6528965768 9.4551685667 2.492282 -1.384290 -0.270771 -1.114041 -3.456905 -1.200229 -0.842755 1.203756 -0.299016 -2.195051 1.920328 1.728439 3.856778 -0.754241 -1.419956 3.242787 3.225373 -0.219977 2.998832 0.487858
87 24.8032464620 9.4551685667 -0.682330 -0.287806 -3.060963 -0.610167 2.081608 -4.417492 2.418953 1.674700 4.857552 3.029984 1.921868 1.528647 1.899812 4.532201 0.610152 1.949580 2.118506 -3.960811 -1.159767 -0.832738
88 16.1242072787 9.4551685667 0.469561 2.276353 1.139195 -0.006967 -0.446709 1.609681 -1.571167 0.776679 -0.222011 -3.911127 -2.193292 0.664228 -1.080935 -0.656661 -0.347178 0.232997 1.197957 -0.180063 0.240475 -1.596306
89 20.1104915031 9.4551685667 4.461745 -1.005713 -0.583795 3.878708 0.696426 1.799115 -2.090407 2.984191 -4.076427 -2.557473 -0.693781 -1.024389 -0.561265 -2.308372 1.513115 0.808566 -4.157094 0.147298 -3.997280 -1.670361
90 15.4859630425 9.4551685667 -0.754813 -2.151074 -2.033259 -0.310198 0.999578 -1.870336 -0.960811 1.195651 2.300391 1.484578 2.577429 1.328144 -0.336126 1.283549 -2.533971 0.045727 -1.636520 1.667173 -1.865576 0.721898
91 30.1025025198 9.4551685667 2.204648 0.814806 -0.508427 -1.542440 1.117104 -0.504503 1.533406 0.003041 1.465662 2.183824 0.585754 0.698530 2.379737 3.050557 1.526072 2.519520 2.064806 -1.824278 3.221376 -0.273090
92 15.2692635245 9.4551685667 -4.539412 2.767303 -1.048366 3.609907 1.194911 -0.737098 0.459990 -1.553817 -2.516046 -2.167496 3.651823 0.308977 -1.748440 2.196704 -1.629085 -3.658767 0.604272 0.045648 -1.549741 -2.160411
93 18.7147591249 9.4551685667 1.410717 4.081736 -0.026200 3.399470 -0.022828 1.098301 0.404453 0.950179 -1.438770 -0.228300 0.351990 -1.611297 -3.345574 -1.076856 1.566278 -1.159362 -2.102215 1.467045 -1.150803 -1.272634
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
1 95.9411084942 95.9411084942 -2.416667 -1.250000 -0.083333 -3.750000 -0.250000 2.250000 4.583333 4.416667 1.750000 -3.750000 1.416667 4.250000 4.750000 -2.583333 -4.083333 3.416667 2.583333 -4.083333 -2.250000 0.750000
2 22.7504851656 22.7504851656 -1.750000 -3.083333 4.416667 -0.083333 4.750000 -3.250000 -2.750000 3.083333 2.083333 3.416667 -3.916667 -4.083333 4.583333 -0.083333 -2.083333 -1.250000 1.750000 0.916667 -0.250000 2.750000
3 29.5320932940 22.7504851656 4.416667 4.583333 3.416667 4.250000 -4.250000 0.416667 -3.583333 1.416667 -0.916667 4.416667 3.083333 2.083333 2.750000 1.250000 1.416667 -2.250000 4.416667 1.083333 -1.750000 -4.583333
4 48.4867736299 22.7504851656 -4.083333 -4.250000 3.250000 2.083333 1.416667 3.416667 2.583333 -3.750000 -1.916667 0.583333 -0.583333 0.250000 -0.083333 2.916667 0.083333 4.250000 -0.750000 3.416667 4.416667 4.083333
5 104.6792969966 22.7504851656 1.416667 -3.750000 3.750000 3.250000 2.083333 4.750000 2.416667 0.250000 -2.250000 -1.416667 1.750000 1.916667 -1.583333 4.250000 4.750000 3.583333 3.250000 2.916667 2.916667 3.750000
6 17.8588410863 17.8588410863 3.583333 -2.250000 -0.583333 -0.916667 3.750000 -3.083333 2.083333 -4.416667 -1.583333 -3.916667 -0.250000 -0.416667 3.583333 1.583333 -3.083333 2.583333 -2.583333 0.416667 3.750000 1.416667
7 30.4510830487 17.8588410863 -0.916667 0.750000 -2.416667 3.083333 -0.750000 -4.750000 2.250000 -2.250000 -1.416667 2.750000 -4.250000 3.083333 -2.416667 -2.083333 3.583333 -4.583333 -2.916667 1.916667 -0.083333 1.750000
8 72.1264441456 17.8588410863 -2.083333 -3.416667 -3.083333 -4.416667 -4.416667 3.083333 -3.416667 2.416667 0.250000 -1.083333 -1.916667 2.916667 -1.916667 -4.916667 -0.916667 4.750000 2.083333 -1.083333 -2.083333 -4.750000
9 22.1448051030 17.8588410863 0.916667 0.583333 -2.916667 -3.916667 -4.750000 -4.083333 -4.750000 -0.416667 3.083333 -1.583333 -2.916667 -2.583333 3.416667 -3.083333 -3.583333 0.083333 -1.916667 -3.250000 -0.916667 2.416667
10 195.1988085014 17.8588410863 -4.750000 1.583333 3.916667 -3.583333 -2.750000 4.916667 3.083333 -2.416667 -4.916667 4.083333 2.250000 -4.750000 0.083333 -3.750000 -3.250000 3.250000 1.416667 -4.750000 2.083333 -3.750000
11 80.5851738774 17.8588410863 2.916667 -3.916667 -0.750000 -2.083333 -4.083333 1.083333 4.916667 1.916667 -3.250000 -4.416667 2.916667 -3.083333 -1.250000 -1.083333 -4.250000 0.416667 -2.750000 -2.583333 2.416667 -1.416667
12 21.1889399600 17.8588410863 2.750000 4.083333 -3.916667 -1.083333 4.916667 -2.250000 1.750000 -1.250000 -1.750000 -2.583333 -2.583333 -2.083333 -2.750000 -0.916667 -4.583333 -1.583333 -4.250000 0.750000 -4.583333 -2.250000
13 33.5127574658 17.8588410863 1.583333 -0.750000 -4.416667 1.083333 -2.083333 1.583333 1.083333 -3.916667 -3.916667 4.583333 -0.416667 4.916667 -4.083333 3.916667 -1.916667 -0.583333 2.750000 -3.083333 1.083333 2.916667
14 19.7899117524 17.8588410863 4.083333 -0.416667 -4.250000 -4.583333 -0.916667 1.250000 -0.250000 -3.416667 2.416667 0.750000 0.583333 -4.583333 1.416667 -0.750000 3.916667 -4.083333 -3.750000 4.250000 0.250000 -2.416667
15 20.6420346231 17.8588410863 -1.583333 -0.916667 4.916667 0.083333 3.083333 0.750000 4.750000 -4.916667 3.416667 3.750000 3.916667 2.250000 -2.250000 -4.750000 -0.583333 -3.083333 0.083333 1.750000 4.916667 4.750000
16 16.7832458431 16.7832458431 2.083333 -1.083333 -3.750000 3.416667 0.916667 0.583333 -2.083333 1.583333 0.583333 3.250000 4.083333 -1.916667 -0.750000 -3.250000 -0.250000 -3.416667 1.916667 -0.583333 2.250000 -4.083333
17 36.9305152024 16.7832458431 0.416667 1.750000 1.916667 -0.583333 3.416667 -0.416667 -0.416667 4.083333 2.916667 -3.583333 -2.750000 -2.750000 -4.416667 -4.083333 -2.750000 4.416667 1.583333 2.250000 3.916667 3.916667
18 27.4348199357 16.7832458431 3.916667 2.750000 -1.250000 1.250000 -1.250000 -4.416667 -3.916667 1.250000 -4.083333 -2.250000 2.416667 3.416667 -3.250000 -1.583333 3.416667 -3.583333 -4.916667 -4.583333 -4.916667 -1.083333
19 53.1572072011 16.7832458431 -2.916667 2.416667 3.083333 -3.250000 0.083333 3.750000 -1.083333 -2.083333 4.416667 1.583333 -3.250000 0.416667 0.416667 -4.416667 -0.750000 -0.416667 3.416667 4.916667 -1.416667 -3.416667
20 26.5243837059 16.7832458431 2.250000 -2.416667 -4.083333 -1.916667 -1.750000 -1.416667 3.750000 0.083333 4.250000 -4.250000 -2.416667 4.416667 0.250000 -1.750000 -1.583333 0.583333 -1.416667 2.583333 0.916667 3.416667
21 57.7375965264 16.7832458431 -1.916667 1.416667 -4.750000 -1.583333 4.250000 -3.583333 -0.916667 4.250000 1.583333 1.916667 -1.583333 0.583333 -4.916667 -4.583333 -1.416667 1.250000 4.250000 4.583333 1.750000 -4.250000
22 28.5380117040 16.7832458431 -2.250000 0.916667 2.250000 -4.250000 3.250000 -2.750000 1.250000 -2.750000 -3.416667 -0.750000 4.583333 3.916667 3.750000 1.750000 1.250000 2.416667 -0.416667 3.583333 -3.583333 2.250000
23 26.9325956609 16.7832458431 4.583333 -1.750000 -2.750000 -1.416667 1.583333 1.416667 -1.250000 -4.250000 1.416667 -1.750000 2.083333 -0.583333 -4.250000 4.916667 -2.416667 4.916667 -1.750000 -0.416667 -4.750000 4.916667
24 29.9856130384 16.7832458431 1.250000 3.750000 4.750000 -4.083333 -4.583333 -3.750000 -2.583333 -0.083333 -2.916667 4.750000 -2.250000 0.750000 -0.416667 0.916667 4.416667 0.750000 4.750000 -4.416667 -1.250000 0.250000
25 20.2581611448 16.7832458431 -0.083333 2.583333 2.750000 -4.750000 0.250000 0.250000 0.916667 2.916667 0.416667 0.916667 -0.916667 2.416667 2.583333 4.750000 3.750000 -0.250000 -3.583333 0.250000 0.416667 2.083333
26 28.8308272672 16.7832458431 1.083333 0.250000 3.583333 -1.250000 -1.583333 -4.916667 4.250000 -1.916667 -2.750000 1.250000 3.416667 1.250000 1.750000 -3.416667 4.250000 -4.750000 -4.583333 -4.916667 3.083333 -2.916667
27 50.9242208661 16.7832458431 4.750000 3.916667 0.583333 3.750000 -2.416667 4.416667 -1.916667 -1.083333 3.250000 0.250000 4.416667 1.583333 0.583333 -2.916667 1.583333 1.083333 -2.250000 -2.416667 3.416667 -1.583333
28 14.1503885257 14.1503885257 0.750000 3.416667 0.916667 1.416667 1.083333 -3.416667 0.083333 -2.916667 0.916667 1.083333 -3.583333 -0.916667 -3.416667 0.750000 -1.083333 -4.416667 -1.583333 -1.250000 4.750000 3.250000
29 23.8695072133 14.1503885257 1.750000 4.416667 -0.416667 2.583333 3.916667 -2.583333 0.416667 -4.583333 -3.750000 -4.750000 -4.583333 0.916667 -1.416667 -3.916667 2.250000 1.916667 -3.916667 -3.916667 0.583333 -2.750000
30 73.9816715918 14.1503885257 3.750000 -0.083333 1.583333 -2.916667 -4.916667 4.083333 3.250000 4.750000 -3.083333 -3.416667 0.250000 -0.083333 0.750000 2.416667 -1.250000 3.916667 3.583333 -2.250000 -3.750000 3.583333
31 40.2986451320 14.1503885257 -4.583333 2.250000 4.250000 -0.250000 -2.250000 2.583333 4.083333 -1.416667 3.750000 3.916667 3.583333 -2.916667 4.916667 2.083333 -4.416667 -2.750000 0.750000 -2.916667 -2.583333 -2.083333
32 37.4752290124 14.1503885257 0.583333 -3.583333 -2.250000 1.916667 2.750000 3.250000 -4.583333 4.583333 0.750000 1.416667 -0.083333 4.083333 -4.583333 -0.416667 -4.750000 -0.750000 -2.416667 -1.750000 4.083333 -4.916667
33 40.8778060815 14.1503885257 -3.750000 -3.250000 -1.083333 0.750000 -1.416667 0.083333 -3.250000 2.083333 -4.750000 -3.083333 4.250000 -1.083333 -3.083333 0.083333 2.416667 -2.416667 -3.083333 2.750000 4.583333 0.083333
34 35.8877191512 14.1503885257 1.916667 -4.083333 0.250000 2.416667 -2.583333 3.916667 0.750000 -1.750000 -0.250000 -2.750000 -3.750000 -2.250000 3.250000 3.250000 -2.250000 2.083333 3.750000 2.083333 -2.416667 -3.083333
35 21.7905409522 14.1503885257 0.083333 -1.416667 -3.583333 -2.750000 1.250000 -2.416667 -1.416667 1.083333 -3.583333 4.916667 1.083333 4.750000 -0.250000 3.583333 -3.416667 0.250000 -3.416667 -4.250000 -3.250000 4.416667
36 44.3655813890 14.1503885257 -4.916667 1.916667 -4.583333 -4.916667 -3.250000 -0.250000 -4.250000 -3.583333 1.916667 -4.916667 -3.083333 0.083333 4.250000 -0.250000 -2.916667 3.083333 -1.083333 -0.083333 2.583333 -2.583333
37 29.3864995472 14.1503885257 -1.083333 3.083333 2.416667 -0.750000 -3.083333 3.583333 3.416667 -4.083333 4.583333 3.083333 1.916667 -1.416667 -2.083333 -1.916667 0.750000 0.916667 4.083333 4.416667 3.250000 0.416667
38 27.8351299291 14.1503885257 -0.583333 -1.916667 4.083333 0.583333 3.583333 -1.750000 1.416667 0.750000 -0.583333 -0.416667 -1.083333 -1.250000 4.083333 1.083333 -3.750000 2.250000 -4.416667 -1.583333 -4.416667 -0.750000
39 63.5239616847 14.1503885257 -3.250000 1.250000 -1.416667 4.916667 -3.583333 -1.583333 4.416667 -1.583333 -2.583333 -4.083333 0.416667 1.416667 -0.583333 0.583333 3.083333 -3.750000 1.083333 4.083333 -0.416667 4.250000
40 27.6872958986 14.1503885257 -0.416667 3.583333 1.250000 4.750000 2.583333 -1.250000 -1.750000 -3.250000 2.583333 -1.916667 0.916667 3.750000 1.583333 -3.583333 2.083333 -2.916667 -2.083333 -3.416667 -3.416667 1.916667
41 36.6584678186 14.1503885257 -1.250000 -0.250000 -3.416667 0.916667 2.916667 2.916667 3.916667 2.750000 1.250000 -0.250000 3.250000 -0.250000 -1.083333 2.250000 -0.416667 2.750000 -0.916667 -0.916667 -0.583333 -0.583333
42 21.9929437767 14.1503885257 3.416667 -2.583333 -0.250000 -3.416667 1.916667 -3.916667 -4.083333 0.583333 4.916667 2.416667 -4.083333 -4.250000 -3.916667 -2.416667 -0.083333 4.083333 4.916667 1.250000 -1.583333 1.583333
43 48.1360260036 14.1503885257 -4.416667 -4.416667 -1.916667 1.583333 0.583333 1.916667 -4.416667 -0.583333 2.250000 -0.083333 -0.750000 -0.750000 -4.750000 4.583333 2.750000 3.750000 -4.750000 1.416667 3.583333 3.083333
44 29.3508424339 14.1503885257 -3.083333 -4.916667 2.916667 4.583333 1.750000 4.250000 -0.083333 -0.250000 -0.083333 0.416667 -2.083333 -4.416667 2.416667 4.416667 -3.916667 -2.583333 -0.250000 1.583333 1.916667 -3.583333
45 25.2032302649 14.1503885257 -1.416667 2.083333 4.583333 -3.083333 2.250000 2.750000 -0.750000 -2.583333 3.583333 -2.083333 -1.750000 -3.750000 1.916667 3.750000 4.083333 -1.083333 2.250000 3.250000 -4.250000 -0.916667
46 28.0128586854 14.1503885257 3.083333 -4.583333 0.083333 4.416667 0.416667 -2.916667 2.750000 -3.083333 -2.083333 -0.583333 -1.416667 -1.583333 -2.916667 2.583333 -4.916667 -2.083333 0.583333 -0.750000 0.750000 -1.250000
47 25.7245465404 14.1503885257 -4.250000 -2.083333 -0.916667 3.583333 4.583333 -0.083333 0.250000 0.916667 -1.250000 -0.916667 -3.416667 -2.416667 2.916667 2.750000 0.250000 1.750000 2.916667 0.083333 -2.750000 4.583333
