evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
13 18.4579574173 9.9488987275 -3.166667 2.166667 2.166667 -1.833333 -3.166667 -4.166667 -1.833333 -1.166667 1.833333 0.166667
14 56.5592038408 9.9488987275 -2.166667 -4.500000 -3.833333 2.500000 -1.833333 1.166667 2.500000 -2.833333 -4.833333 -2.500000
15 71.6594140798 9.9488987275 1.833333 0.166667 -1.833333 4.166667 -4.166667 3.500000 -4.500000 -0.833333 1.500000 -0.166667
16 10.8988023780 9.9488987275 -0.833333 -0.166667 -4.833333 -3.500000 0.833333 -3.500000 4.833333 0.833333 -1.500000 2.166667
17 35.0551502301 9.9488987275 0.833333 0.500000 4.833333 3.166667 -3.500000 1.500000 3.833333 2.833333 3.833333 0.500000
18 32.8583403696 9.9488987275 -1.833333 2.500000 -2.500000 3.500000 -4.833333 0.500000 2.166667 1.833333 -1.166667 4.500000
19 45.3254900858 9.9488987275 -4.500000 3.500000 0.500000 2.833333 4.166667 -3.166667 0.500000 3.500000 4.833333 3.166667
20 28.5901872688 9.9488987275 2.500000 -4.166667 1.833333 -4.500000 0.166667 2.833333 -1.166667 -2.500000 -0.500000 -1.500000
21 38.9724048454 9.9488987275 -4.833333 1.833333 0.833333 -0.166667 -2.166667 3.166667 -2.166667 -1.833333 -1.833333 1.166667
22 44.2982243011 9.9488987275 2.166667 4.166667 1.500000 0.833333 -2.500000 -1.166667 -3.833333 -3.166667 0.833333 0.833333
23 19.3365675780 9.9488987275 2.833333 0.833333 -1.500000 -2.833333 -0.833333 -2.500000 -1.500000 3.833333 -4.166667 -4.500000
24 160.4598981428 9.9488987275 -4.166667 1.500000 -2.833333 1.833333 -0.500000 4.500000 -4.166667 -3.500000 -4.500000 -4.833333
25 23.8786124786 9.9488987275 4.833333 4.833333 3.833333 -4.833333 -2.833333 -4.833333 1.500000 0.500000 2.166667 -3.500000
26 13.8636649753 9.9488987275 0.166667 -1.500000 -4.500000 -0.500000 3.500000 -0.166667 2.833333 -2.166667 -2.833333 -0.500000
27 26.0999388156 9.9488987275 1.166667 -4.833333 -3.166667 -2.500000 1.166667 -1.833333 -3.500000 -0.166667 -3.833333 4.833333
28 16.7581325456 9.9488987275 4.166667 -2.833333 -0.166667 0.500000 2.833333 -2.833333 4.166667 3.166667 -2.500000 2.500000
29 21.0005432521 9.9488987275 3.166667 4.500000 0.166667 -3.166667 4.500000 2.500000 1.833333 1.166667 0.166667 4.166667
30 18.9345658584 9.9488987275 -2.833333 3.833333 4.166667 1.166667 3.833333 3.833333 3.166667 4.833333 -0.833333 -2.833333
31 19.3569494464 9.9488987275 -2.726834 3.335197 1.323261 -0.087860 -4.830937 -1.576187 4.781077 2.599892 2.793520 0.367819
32 16.6852266293 9.9488987275 0.579457 -1.961597 0.056799 0.376597 1.270856 -0.632542 0.997802 -1.420039 -0.019482 0.789262
33 15.9424968845 9.9488987275 4.324116 -0.648271 -3.258076 -2.936887 2.492151 -2.544298 -1.684699 1.274777 -2.333033 1.079427
34 21.7050648960 9.9488987275 -1.559051 -3.987590 -0.640223 -2.510527 -0.165159 -4.261313 -2.119586 -4.312404 2.148153 0.125355
35 19.3857707715 9.9488987275 0.187260 -0.883982 0.582601 0.581950 -3.403942 -0.669267 -1.780866 -0.924299 2.998401 3.391137
36 9.1694570262 9.1694570262 -3.492714 0.279791 -1.712422 -1.404030 -1.353617 -3.732288 2.317010 0.075540 0.896434 -0.699385
37 12.3697566984 9.1694570262 2.787449 -1.535760 -0.590174 0.357984 -4.460680 -3.439158 0.424936 1.655365 1.682208 0.491352
38 11.6586855254 9.1694570262 0.530633 0.657543 -2.505891 -0.613253 -0.890300 -1.416552 -0.227101 1.548631 -1.436783 -0.576052
39 19.7251561174 9.1694570262 1.773355 -1.812607 2.173251 -2.429899 -0.685280 -3.262191 -0.662794 -2.567829 3.375518 1.504484
40 31.7486445459 9.1694570262 -0.354851 2.828557 0.344098 0.925897 1.151559 1.624650 0.341271 -1.596014 -1.828926 -1.307010
41 24.7368196863 9.1694570262 2.076503 -0.696554 2.768479 4.382799 -4.549318 0.182734 -0.225754 1.992089 3.033355 0.768637
42 12.8273938821 9.1694570262 -3.985174 0.268707 0.499696 -1.209318 -1.560457 -2.267339 -0.155508 -1.050426 3.681972 2.319422
43 30.1148113030 9.1694570262 3.221791 -0.257432 2.292210 -3.259491 2.443227 1.922149 -1.131200 -2.809866 -0.080529 0.922004
44 34.9155236268 9.1694570262 -0.454515 -2.821949 -3.291796 2.899463 -0.373766 -2.096213 4.009350 -1.949082 -0.663175 3.353925
45 34.5898203557 9.1694570262 3.302241 -3.874030 3.754950 -2.216298 -1.000279 2.001578 -0.469925 -4.062185 1.722944 -0.239743
46 52.0144425787 9.1694570262 -1.019316 2.490194 -3.107775 4.882279 -3.446458 1.749809 -0.391624 -0.832331 -0.507158 4.910496
47 17.8507766783 9.1694570262 4.187569 0.773484 1.319051 -1.124154 -3.686716 -4.643636 -0.604294 1.939486 2.491736 -0.513905
48 11.5047458861 9.1694570262 1.840214 0.391687 -2.610770 -1.302770 3.497227 -1.747282 -0.258631 2.591649 -1.979697 1.328756
49 12.2693211751 9.1694570262 -0.445093 -1.150027 0.194948 -1.637433 -1.427436 -2.768887 -0.395144 -0.887483 1.727530 -0.387297
50 23.8272567018 9.1694570262 -0.951485 1.319082 0.252074 2.466877 -2.156969 1.054920 -0.885612 -1.307296 1.023250 1.817042
51 23.5725119569 9.1694570262 -0.476814 -3.838059 -2.787335 3.144841 1.203080 -1.010175 2.246432 -3.051290 -2.174628 0.294321
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 29.5104748347 29.5104748347 -3.833333 -4.833333 -3.500000 -4.500000 0.166667 -0.166667 -0.833333 2.500000 -4.166667 -1.166667
2 52.9881645074 29.5104748347 1.833333 4.500000 0.166667 2.500000 3.833333 0.500000 2.166667 -3.500000 1.166667 3.833333
3 22.5460957751 22.5460957751 2.166667 -1.833333 -0.166667 3.833333 -4.833333 0.166667 -1.166667 4.500000 -2.166667 -4.833333
4 22.8917016103 22.5460957751 2.500000 4.166667 3.500000 -3.833333 -0.500000 1.500000 1.500000 4.166667 -3.500000 -3.833333
5 33.8651229735 22.5460957751 -0.166667 3.833333 -3.166667 -1.833333 -3.166667 -3.833333 -0.500000 1.500000 2.166667 -3.500000
6 45.0745480786 22.5460957751 -1.166667 1.166667 3.833333 -1.166667 2.166667 1.166667 3.833333 -4.166667 -4.833333 -2.500000
7 41.8031187336 22.5460957751 -4.500000 -2.833333 -0.833333 4.500000 -3.833333 -4.833333 0.500000 -2.500000 4.166667 3.166667
8 35.3718220309 22.5460957751 -2.500000 0.500000 3.166667 -0.833333 -2.166667 -1.500000 0.166667 -1.833333 -3.833333 4.833333
9 16.4334398351 16.4334398351 -4.166667 -3.166667 1.500000 0.500000 -2.500000 -2.166667 -3.500000 -2.166667 3.833333 -0.500000
10 26.2687981852 16.4334398351 -0.833333 2.500000 -0.500000 3.500000 -4.166667 3.833333 -0.166667 0.166667 2.833333 -1.500000
11 16.0772747503 16.0772747503 1.166667 -4.166667 4.166667 -2.166667 -1.500000 -3.500000 -4.166667 -1.166667 1.833333 1.166667
12 60.6213086884 16.0772747503 4.500000 -2.500000 -4.166667 3.166667 1.166667 2.166667 2.500000 1.166667 -4.500000 0.833333
13 216.4615957529 16.0772747503 2.833333 1.833333 -3.833333 -3.500000 -3.500000 4.833333 1.166667 -2.833333 -0.833333 2.166667
14 40.9231097958 16.0772747503 -1.500000 -0.166667 -4.833333 4.833333 2.500000 -0.500000 0.833333 -1.500000 -2.833333 0.500000
15 50.3568019024 16.0772747503 -1.833333 -0.833333 1.833333 -3.166667 3.500000 -1.166667 -2.833333 -4.833333 -3.166667 4.166667
16 26.7371872349 16.0772747503 -0.500000 -3.833333 -1.833333 0.833333 0.833333 4.166667 1.833333 4.833333 -0.500000 2.833333
17 29.6006562770 16.0772747503 3.500000 -0.500000 -4.500000 -0.500000 3.166667 -3.166667 -2.500000 0.500000 -1.500000 1.500000
18 21.6369711831 16.0772747503 -2.166667 -3.500000 -2.833333 -2.500000 4.166667 1.833333 -1.833333 -3.166667 -0.166667 -0.166667
19 18.6785148616 16.0772747503 4.833333 0.166667 -1.500000 0.166667 4.833333 -1.833333 -2.166667 3.166667 4.500000 -3.166667
20 41.4163227429 16.0772747503 4.166667 0.833333 4.500000 -4.166667 -2.833333 -4.166667 3.500000 3.833333 -2.500000 -1.833333
21 38.6264431529 16.0772747503 0.500000 2.833333 2.166667 2.833333 1.500000 0.833333 4.166667 -0.166667 3.500000 1.833333
22 36.6544516964 16.0772747503 -2.833333 2.166667 4.833333 1.166667 -0.833333 -2.833333 3.166667 3.500000 0.166667 0.166667
23 27.5080592240 16.0772747503 -3.166667 1.500000 -2.166667 -4.833333 -1.833333 -4.500000 -3.833333 -4.500000 4.833333 -4.500000
24 53.0354817002 16.0772747503 3.166667 3.166667 -1.166667 -0.166667 4.500000 -2.500000 4.833333 -0.500000 0.833333 -4.166667
25 19.0473140160 16.0772747503 -3.500000 -1.166667 2.500000 1.833333 -1.166667 4.500000 -3.166667 -3.833333 3.166667 -2.833333
26 17.7807124542 16.0772747503 -4.833333 -2.166667 0.833333 1.500000 0.500000 3.166667 -4.833333 -0.833333 0.500000 4.500000
27 30.4975769119 16.0772747503 3.833333 4.833333 1.166667 2.166667 2.833333 2.833333 -1.500000 1.833333 2.500000 2.500000
28 36.3777787705 16.0772747503 0.166667 3.500000 2.833333 -2.833333 -0.166667 2.500000 2.833333 0.833333 -1.166667 3.500000
29 20.7448680321 16.0772747503 0.833333 -4.500000 -2.500000 4.166667 -4.500000 -0.833333 -4.500000 2.833333 -1.833333 -2.166667
30 17.1426431795 16.0772747503 1.500000 -1.500000 0.500000 -1.500000 1.833333 3.500000 4.500000 2.166667 1.500000 -0.833333
31 36.3525550137 16.0772747503 1.805609 -0.216480 3.193254 1.117372 -0.496996 -0.369179 -1.279591 1.328452 -1.451154 3.598869
32 18.7960201813 16.0772747503 -2.349820 -1.824407 -2.589255 0.581081 -0.284152 1.382553 3.354934 0.505862 1.866862 -2.018157
33 20.0781334186 16.0772747503 -1.474609 -3.751112 1.638396 0.520101 -4.103507 -2.772225 0.578622 1.377379 -1.120305 1.136948
34 25.9001357846 16.0772747503 -0.002014 0.600484 1.615569 -1.372856 1.240719 -0.804349 0.339006 -1.284339 1.588053 1.030569
35 21.7470977976 16.0772747503 -4.166933 0.975480 -0.224839 -0.899391 -3.155355 -0.504037 0.126889 -2.891528 1.006361 -2.885385
36 30.4616581261 16.0772747503 -1.665544 3.915762 3.142956 3.798352 0.411433 4.339819 -0.628292 -2.388114 1.993062 4.052149
37 16.0169288729 16.0169288729 1.745193 -2.247192 -0.878023 2.095274 -1.443522 -0.572343 -1.987617 2.784969 -0.687359 -0.653708
38 15.2405781760 15.2405781760 0.187410 2.344234 0.743189 -1.394017 0.611700 2.117011 2.674912 0.115389 1.084998 -2.514913
39 15.0019239319 15.0019239319 -0.544793 -4.140658 3.950575 1.066654 -3.029597 1.387767 -1.786958 2.245971 1.157730 -0.091145
40 20.5672575863 15.0019239319 -0.704599 -0.751884 -1.836916 0.055517 -1.470063 -2.960504 0.911646 0.061032 1.280827 -2.023693
41 29.0448044192 15.0019239319 -0.797690 1.287942 0.301903 3.300112 0.124633 2.543161 0.768948 -0.229859 -0.637118 3.534280
42 13.4421226571 13.4421226571 -1.405583 -1.690072 1.098162 -1.124422 -1.382573 0.342397 -1.006719 -0.155663 -1.590739 0.216556
43 28.7696265452 13.4421226571 -3.011400 0.733084 2.879974 1.696957 -4.404935 1.862196 -3.362331 -1.958308 2.873460 -2.614612
44 48.9342702404 13.4421226571 2.558596 3.335124 2.446457 -3.135555 1.086569 -0.805378 1.321567 0.350674 -1.252885 -0.604129
45 21.0973602590 13.4421226571 -0.132576 -0.977087 1.235597 0.503325 0.307736 3.614201 2.377547 1.807024 0.676430 -0.321227
46 28.5291398691 13.4421226571 1.092497 -0.547321 1.595188 -0.530373 -2.251987 -0.786214 2.974390 2.943259 -1.181915 -1.274106
47 21.9257553796 13.4421226571 -0.350654 -4.750139 -3.662655 -2.315470 1.506144 4.140240 3.076907 3.488543 -3.890806 -2.382164
48 20.7787798193 13.4421226571 2.222107 -3.277011 -2.466305 2.111714 -1.319606 0.220764 0.499210 4.828146 -2.916740 -0.688312
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 530.9330298092 530.9330298092 0.833333 4.833333 -4.500000 2.500000 -4.833333 1.500000 -1.166667 0.500000 3.500000 -1.500000
2 59.8193365341 59.8193365341 1.166667 -4.166667 0.833333 -4.166667 -0.500000 -4.500000 -2.833333 3.833333 2.833333 -1.833333
3 531.9054431479 59.8193365341 -4.833333 -3.166667 -4.833333 0.166667 3.833333 4.833333 -3.166667 3.500000 -0.166667 0.500000
4 40.2116906381 40.2116906381 -0.500000 1.166667 3.166667 -0.833333 -1.166667 0.833333 -0.166667 -2.833333 -1.166667 0.833333
5 15.6420793918 15.6420793918 -1.833333 -3.500000 1.833333 -0.166667 3.166667 -0.833333 1.500000 0.833333 -0.833333 -3.166667
6 311.1160406963 15.6420793918 1.500000 -1.166667 2.500000 4.500000 3.500000 3.166667 -4.833333 3.166667 4.833333 2.833333
7 82.1135610551 15.6420793918 -2.500000 -3.833333 0.500000 -1.500000 -3.166667 -3.500000 -4.166667 -1.833333 -1.500000 -2.500000
8 23.3587218326 15.6420793918 -3.500000 4.166667 -1.500000 -4.833333 1.500000 -1.500000 4.166667 -2.500000 -2.166667 1.166667
9 230.8031517892 15.6420793918 2.500000 1.833333 1.166667 1.500000 0.500000 4.166667 0.500000 2.500000 -3.166667 2.500000
10 99.6652963610 15.6420793918 2.833333 0.833333 -2.833333 -2.166667 -0.166667 2.500000 1.166667 1.166667 -3.833333 -0.500000
11 103.6024716173 15.6420793918 4.833333 -0.500000 -3.500000 2.833333 4.500000 1.166667 -3.500000 -0.833333 2.500000 -0.166667
12 31.8948646127 15.6420793918 -4.500000 0.166667 1.500000 -3.833333 2.166667 -2.833333 0.833333 -4.500000 -3.500000 -3.500000
13 297.7765767866 15.6420793918 4.500000 3.166667 -0.166667 -0.500000 -3.833333 2.833333 -0.833333 2.166667 -0.500000 3.500000
14 194.9852217371 15.6420793918 -3.166667 4.500000 4.833333 0.500000 -3.500000 -3.166667 -1.500000 -0.500000 4.166667 4.833333
15 64.8728518547 15.6420793918 -2.833333 0.500000 2.166667 4.166667 4.833333 3.833333 4.833333 4.166667 4.500000 0.166667
16 12.1572494860 12.1572494860 -1.166667 -1.500000 4.500000 -1.166667 0.833333 -1.166667 2.833333 -3.500000 -1.833333 3.166667
17 35.0872308728 12.1572494860 0.500000 -2.500000 -2.500000 2.166667 4.166667 1.833333 -3.833333 -3.833333 0.833333 -2.833333
18 63.6645389453 12.1572494860 3.833333 -2.833333 -2.166667 3.500000 2.833333 0.500000 -1.833333 0.166667 -4.166667 -3.833333
19 138.1350186805 12.1572494860 2.166667 -0.833333 4.166667 1.833333 -4.500000 -3.833333 -0.500000 -1.166667 1.500000 4.166667
20 59.3597418105 12.1572494860 4.166667 2.166667 -1.833333 -2.500000 -4.166667 -4.833333 -2.500000 -4.166667 -2.500000 -1.166667
21 58.7796894456 12.1572494860 -1.500000 -1.833333 -0.500000 -4.500000 -1.833333 3.500000 2.166667 2.833333 -4.500000 -2.166667
22 66.9087870094 12.1572494860 0.166667 2.833333 -1.166667 -3.500000 1.166667 -1.833333 0.166667 -0.166667 1.166667 3.833333
23 157.2601209924 12.1572494860 -0.166667 -4.500000 -0.833333 4.833333 -0.833333 2.166667 3.166667 1.500000 1.833333 1.500000
24 17.7436631538 12.1572494860 3.166667 3.833333 0.166667 -3.166667 1.833333 -0.500000 3.500000 -2.166667 0.500000 4.500000
25 928.1099178368 12.1572494860 -4.166667 1.500000 -3.166667 3.833333 -2.500000 -0.166667 -2.166667 1.833333 3.166667 2.166667
26 16.4964552159 12.1572494860 -2.166667 -4.833333 3.833333 -2.833333 2.500000 0.166667 4.500000 -4.833333 -2.833333 -4.833333
27 36.5201301306 12.1572494860 -0.833333 -2.166667 2.833333 -1.833333 0.166667 -2.166667 -4.500000 -1.500000 0.166667 -0.833333
28 26.4513208252 12.1572494860 3.500000 3.500000 3.500000 3.166667 -2.166667 -4.166667 3.833333 -3.166667 3.833333 1.833333
29 292.8323609793 12.1572494860 -3.833333 -0.166667 -4.166667 1.166667 -1.500000 4.500000 2.500000 4.833333 2.166667 -4.166667
30 258.2345717299 12.1572494860 1.833333 2.500000 -3.833333 0.833333 -2.833333 -2.500000 1.833333 4.500000 -4.833333 -4.500000
31 22.7910588131 12.1572494860 -1.529922 0.485457 2.746744 -2.374587 -0.332575 -4.170592 -0.094409 -2.711551 1.163689 0.912295
32 18.9102412208 12.1572494860 1.824504 0.996934 1.437951 0.424249 -0.221323 -1.446088 2.574496 -1.822268 0.303886 0.702508
33 12.0980878697 12.0980878697 0.674229 -2.293953 4.344027 1.357801 2.612246 0.316867 2.479415 -3.230470 0.228831 1.578123
34 42.8163686903 12.0980878697 -3.934274 -4.429242 4.667295 -0.381684 -1.025753 -3.402340 -2.843269 0.013923 2.225840 -1.127665
35 30.8127378647 12.0980878697 1.074505 2.080447 2.871180 2.640666 1.165090 -1.327663 2.185737 -3.489307 3.155695 3.190931
36 36.6315568484 12.0980878697 -4.823419 -0.669898 1.681611 -2.593947 1.745950 -0.071022 2.554288 -1.778145 -1.260884 -1.129886
37 13.5379640617 12.0980878697 1.315379 1.432019 1.669461 -1.546209 0.863059 -0.273127 2.693292 -3.732362 -1.774770 2.273508
38 11.6033040631 11.6033040631 -0.990113 -3.081945 3.806721 -0.096885 0.055456 -1.154274 1.109800 -1.267272 -0.407753 -0.689010
39 17.9273878203 11.6033040631 -2.704084 -0.877230 2.585165 -0.405170 -0.648876 -3.830778 -1.477196 -3.670432 1.126205 -1.283976
40 25.1439257857 11.6033040631 1.766999 1.381231 3.930986 1.443251 -0.106754 -3.418244 3.879323 -4.346771 1.765429 1.331000
41 23.6538058174 11.6033040631 -0.550585 -2.186623 -0.273751 1.329361 3.140061 1.469368 0.059481 -2.348584 -1.006979 -2.573907
42 44.9550155595 11.6033040631 -2.493931 -1.996877 4.376982 -1.065117 -2.564872 -4.406117 -2.577014 -2.558569 0.996211 0.208928
43 27.7252404504 11.6033040631 0.010570 0.828835 1.853014 -2.252205 -1.117135 -2.491921 0.611416 -1.720071 -0.368534 1.382801
44 18.0775255385 11.6033040631 -2.107805 2.260740 0.439178 -4.775827 1.291828 0.328994 4.868714 -1.591999 -2.934472 1.223816
45 14.0863912743 11.6033040631 -3.823163 -3.102082 3.181013 -2.027161 1.210338 -1.753820 0.396375 -3.040738 -1.232316 -2.137795
46 36.7949088013 11.6033040631 -2.562921 -1.684734 1.404380 -2.406010 -1.698115 -4.328953 -3.182144 -2.179968 -0.219595 -2.350102
47 28.3651769961 11.6033040631 -2.250041 -2.201393 0.739010 -0.978284 1.357281 1.821781 1.761151 0.928154 -1.679993 -1.372894
48 41.1023160456 11.6033040631 -3.930409 -4.381539 4.205767 -3.282897 3.481203 -0.103497 4.021266 -2.226211 -2.654061 -2.249618
49 66.9346146280 11.6033040631 -2.900750 -2.448469 1.222055 -2.580008 -0.485181 -0.511196 -0.696653 0.428846 -1.786318 -1.463555
50 48.9818319303 11.6033040631 0.956362 -3.597709 -0.386626 1.214912 3.654878 3.221836 -1.799211 -0.316767 -1.294744 -0.884528
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 39.8250032193 39.8250032193 -2.500000 -3.500000 -4.833333 1.500000 -2.500000 3.166667 3.166667 -0.833333 -2.500000 1.500000
2 28.6918788581 28.6918788581 2.833333 3.500000 -0.500000 -2.500000 3.500000 0.166667 -3.500000 3.166667 4.166667 -1.500000
3 55.1078961445 28.6918788581 -4.833333 -4.500000 4.166667 -3.500000 -2.833333 -3.500000 1.166667 1.166667 4.833333 0.833333
4 88.4628636393 28.6918788581 -0.166667 -1.500000 3.500000 4.833333 -0.166667 3.500000 2.166667 2.500000 -2.166667 4.166667
5 94.7182022349 28.6918788581 0.833333 4.500000 4.833333 4.500000 -0.500000 2.833333 0.166667 3.500000 -0.166667 -0.833333
6 10.2041179097 10.2041179097 -0.833333 3.833333 0.166667 -2.833333 -3.833333 -0.500000 -3.833333 4.833333 -1.166667 2.500000
7 52.5751091820 10.2041179097 -0.500000 0.166667 1.166667 -0.833333 1.833333 2.500000 -4.500000 -4.833333 -3.500000 3.500000
8 22.4580566453 10.2041179097 4.500000 0.833333 -2.166667 -1.166667 2.166667 3.833333 3.833333 1.833333 -2.833333 -4.166667
9 145.9027486588 10.2041179097 4.166667 3.166667 1.833333 0.500000 2.833333 -4.833333 -4.833333 0.833333 -3.166667 4.500000
10 52.1527805355 10.2041179097 -4.500000 0.500000 4.500000 0.166667 -3.500000 4.500000 0.500000 -2.833333 3.166667 -1.833333
11 38.8054848049 10.2041179097 -1.833333 -0.833333 -2.833333 3.500000 0.833333 4.833333 -2.166667 2.833333 4.500000 2.166667
12 31.9734492569 10.2041179097 3.166667 4.166667 -3.500000 1.833333 0.500000 -4.166667 0.833333 -2.166667 -0.500000 1.833333
13 27.9920953663 10.2041179097 2.166667 2.500000 0.500000 2.500000 4.166667 0.833333 -2.500000 -1.833333 -4.500000 -2.500000
14 40.0814926069 10.2041179097 4.833333 -2.166667 0.833333 4.166667 1.166667 -2.500000 -1.166667 0.166667 -0.833333 -0.500000
15 12.0985787436 10.2041179097 1.833333 -1.833333 -4.500000 -4.833333 -1.833333 -4.500000 1.500000 3.833333 -4.833333 -3.500000
16 33.2295119967 10.2041179097 2.500000 2.166667 -1.166667 -1.500000 -4.166667 1.500000 -0.833333 -3.166667 1.500000 3.833333
17 29.5262521053 10.2041179097 3.500000 -4.833333 -1.500000 -4.500000 2.500000 -0.166667 1.833333 1.500000 -4.166667 -3.833333
18 24.2638850456 10.2041179097 0.500000 1.833333 -0.166667 -0.166667 1.500000 -3.166667 3.500000 -3.500000 3.833333 -3.166667
19 39.5537658052 10.2041179097 0.166667 1.500000 -3.166667 1.166667 -2.166667 0.500000 -0.500000 -3.833333 1.833333 -0.166667
20 47.1288957317 10.2041179097 -1.500000 -0.166667 2.833333 2.833333 -3.166667 -3.833333 4.500000 -1.166667 2.166667 0.500000
21 42.9126835022 10.2041179097 -3.833333 -2.833333 3.833333 -2.166667 -4.500000 -0.833333 -1.833333 4.500000 -3.833333 -1.166667
22 24.5765947880 10.2041179097 -1.166667 4.833333 -3.833333 -4.166667 -4.833333 1.833333 -4.166667 2.166667 2.833333 -4.500000
23 119.0889042175 10.2041179097 -3.166667 -3.166667 2.500000 3.166667 4.833333 -1.833333 -1.500000 -0.500000 0.833333 4.833333
24 42.8779433670 10.2041179097 -2.833333 -4.166667 -1.833333 -3.833333 -1.500000 -2.166667 2.500000 -0.166667 3.500000 2.833333
25 33.2633661544 10.2041179097 -3.500000 -2.500000 1.500000 -1.833333 4.500000 -2.833333 -0.166667 -1.500000 -1.500000 -4.833333
26 36.7014112039 10.2041179097 1.500000 -1.166667 -2.500000 0.833333 3.166667 2.166667 4.833333 0.500000 2.500000 -2.833333
27 115.9973592726 10.2041179097 -4.166667 -0.500000 3.166667 2.166667 -0.833333 4.166667 4.166667 -2.500000 0.166667 3.166667
28 31.5923767477 10.2041179097 -2.166667 2.833333 -0.833333 -0.500000 3.833333 -1.500000 -3.166667 -4.500000 0.500000 -2.166667
29 15.3559762456 10.2041179097 3.833333 1.166667 -4.166667 3.833333 0.166667 -1.166667 2.833333 4.166667 -1.833333 0.166667
30 96.5319767683 10.2041179097 1.166667 -3.833333 2.166667 -3.166667 -1.166667 1.166667 -2.833333 -4.166667 1.166667 1.166667
31 21.7735990953 10.2041179097 2.391835 1.562545 -0.410209 0.633877 3.323924 2.599863 -2.163886 0.911556 -1.237794 -1.032539
32 28.0944532367 10.2041179097 -0.796782 1.055876 0.734052 0.791355 0.087287 -1.429481 0.455550 0.671350 4.101966 0.377124
33 14.0531436317 10.2041179097 -1.143232 -1.163064 0.406678 -2.849925 -0.623841 -1.669708 -0.563792 1.046435 -0.556075 -1.283056
34 19.5269895408 10.2041179097 1.621749 4.450858 -2.504758 -1.439964 -1.546866 -0.945869 -2.610085 0.606510 -0.328394 -0.513804
35 22.6279876776 10.2041179097 2.615078 -2.186030 -4.241780 -1.618296 0.864654 -0.444418 2.845058 1.702769 -0.936547 -2.154084
36 29.2696046369 10.2041179097 -3.532694 -1.634239 2.206064 -1.072856 -3.559298 -0.837984 0.169163 -0.922811 -0.405789 1.588748
37 26.4142779479 10.2041179097 1.964129 -1.962601 -1.820858 2.781881 0.819087 2.313140 4.116694 1.498687 -0.425629 0.057693
38 24.8221096289 10.2041179097 1.562531 0.342142 -0.127466 -0.403060 3.629752 -0.925030 -1.331096 -1.896361 -1.447259 -1.704781
39 13.9998321480 10.2041179097 -1.630745 0.937846 -0.716137 -4.696402 -4.570249 -0.417105 -1.009024 2.684314 -1.670285 -2.493051
40 14.1480331652 10.2041179097 1.373273 2.612897 -0.209045 0.571881 1.510900 -2.992010 -0.552587 -0.587680 0.879327 -0.981137
41 21.3809680864 10.2041179097 2.159578 0.097264 -2.507888 1.926368 0.038321 -2.067762 2.930273 0.927822 1.000498 0.818653
42 19.2354409727 10.2041179097 1.555932 -1.459757 -1.374649 -2.404015 2.944669 0.760176 -0.221993 0.243048 -2.157276 -3.633168
43 15.3587853112 10.2041179097 -2.717598 -0.409513 1.757194 -0.358987 -2.559317 -0.701874 1.905149 0.461126 2.181345 -0.762504
44 27.7245074594 10.2041179097 0.531426 -0.715792 -1.449809 1.843017 -1.087213 0.618367 1.433085 -0.904903 -0.174029 2.634676
45 23.4510494615 10.2041179097 -0.796742 -0.815466 0.758818 -1.244263 1.903860 -0.489883 1.414784 -2.740338 0.773005 -4.075332
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
1 38.7467316524 38.7467316524 1.500000 1.500000 -0.500000 0.166667 2.500000 -2.166667 -3.500000 1.500000 1.833333 -4.166667
2 20.1664238202 20.1664238202 -3.833333 2.500000 -3.500000 -4.166667 -3.500000 -3.500000 1.500000 0.166667 2.500000 3.166667
3 14.1432497832 14.1432497832 -1.500000 -4.833333 -4.833333 -0.500000 -1.166667 0.166667 -3.833333 0.500000 4.833333 2.500000
4 24.7497156265 14.1432497832 3.833333 3.500000 -1.500000 1.833333 -4.833333 2.500000 -1.166667 4.833333 -2.500000 0.500000
5 22.6405121649 14.1432497832 2.166667 -2.833333 0.166667 3.500000 -3.833333 -1.166667 2.166667 -1.166667 0.166667 -4.500000
6 168.0806648547 14.1432497832 4.500000 -3.166667 -4.166667 2.500000 1.833333 0.500000 4.500000 4.500000 -3.833333 -2.833333
7 190.6240473687 14.1432497832 3.500000 4.500000 4.500000 1.500000 3.500000 -3.166667 -1.500000 -4.833333 3.500000 -3.500000
8 28.0991030221 14.1432497832 1.833333 -0.833333 -3.833333 -4.500000 -0.833333 -0.500000 -4.500000 -1.500000 -3.166667 -0.166667
9 15.7137544507 14.1432497832 -3.500000 1.166667 -2.166667 -2.166667 -2.166667 -2.500000 -3.166667 -4.166667 1.500000 2.833333
10 12.1791861779 12.1791861779 0.166667 4.833333 1.166667 4.166667 -4.166667 2.833333 0.500000 2.500000 3.166667 2.166667
11 41.4914770707 12.1791861779 -2.500000 -1.500000 -0.166667 1.166667 2.833333 3.166667 2.833333 -0.833333 -1.500000 -0.500000
